FileName,leaf,board,tomato,FilePath,BA
s-DSC_3106.jpg, 98, 2, 0, tmt\tomato\test\s-DSC_3106.jpg
s-IMG_2952.jpg, 93, 3, 4, tmt\tomato\test\s-IMG_2952.jpg
s-IMG_2953.jpg, 92, 3, 5, tmt\tomato\test\s-IMG_2953.jpg
s-IMG_2954.jpg, 93, 1, 6, tmt\tomato\test\s-IMG_2954.jpg
s-IMG_2955.jpg, 88, 2, 10, tmt\tomato\test\s-IMG_2955.jpg
s-IMG_2956.jpg, 90, 3, 7, tmt\tomato\test\s-IMG_2956.jpg
s-IMG_2957.jpg, 81, 4, 14, tmt\tomato\test\s-IMG_2957.jpg
s-IMG_2958.jpg, 90, 2, 8, tmt\tomato\test\s-IMG_2958.jpg
s-IMG_2959.jpg, 94, 1, 5, tmt\tomato\test\s-IMG_2959.jpg
s-IMG_2960.jpg, 88, 2, 10, tmt\tomato\test\s-IMG_2960.jpg
s-IMG_2961.jpg, 96, 2, 2, tmt\tomato\test\s-IMG_2961.jpg
s-IMG_2962.jpg, 92, 3, 5, tmt\tomato\test\s-IMG_2962.jpg
s-IMG_2966.jpg, 96, 4, 0, tmt\tomato\test\s-IMG_2966.jpg
s-IMG_2967.jpg, 86, 4, 10, tmt\tomato\test\s-IMG_2967.jpg
s-IMG_2968.jpg, 92, 2, 6, tmt\tomato\test\s-IMG_2968.jpg
s-IMG_2969.jpg, 92, 4, 4, tmt\tomato\test\s-IMG_2969.jpg
s-IMG_2970.jpg, 94, 2, 4, tmt\tomato\test\s-IMG_2970.jpg
s-IMG_2971.jpg, 93, 4, 3, tmt\tomato\test\s-IMG_2971.jpg
s-IMG_2972.jpg, 94, 2, 4, tmt\tomato\test\s-IMG_2972.jpg
s-IMG_2973.jpg, 94, 1, 5, tmt\tomato\test\s-IMG_2973.jpg
s-IMG_2974.jpg, 93, 1, 6, tmt\tomato\test\s-IMG_2974.jpg
s-IMG_2975.jpg, 96, 1, 3, tmt\tomato\test\s-IMG_2975.jpg
s-IMG_2978.jpg, 82, 2, 16, tmt\tomato\test\s-IMG_2978.jpg
s-IMG_2979.jpg, 99, 1, 0, tmt\tomato\test\s-IMG_2979.jpg
s-IMG_2980.jpg, 98, 2, 0, tmt\tomato\test\s-IMG_2980.jpg
s-IMG_2981.jpg, 97, 1, 2, tmt\tomato\test\s-IMG_2981.jpg
s-IMG_2982.jpg, 95, 1, 4, tmt\tomato\test\s-IMG_2982.jpg
s-IMG_2983.jpg, 95, 1, 4, tmt\tomato\test\s-IMG_2983.jpg
s-IMG_2984.jpg, 94, 2, 4, tmt\tomato\test\s-IMG_2984.jpg
s-IMG_2985.jpg, 88, 3, 9, tmt\tomato\test\s-IMG_2985.jpg
s-IMG_2986.jpg, 92, 4, 4, tmt\tomato\test\s-IMG_2986.jpg
s-IMG_2987.jpg, 93, 1, 6, tmt\tomato\test\s-IMG_2987.jpg
s-IMG_2988.jpg, 94, 1, 5, tmt\tomato\test\s-IMG_2988.jpg
s-IMG_2989.jpg, 92, 1, 7, tmt\tomato\test\s-IMG_2989.jpg
s-IMG_2991.jpg, 94, 4, 2, tmt\tomato\test\s-IMG_2991.jpg
s-IMG_2992.jpg, 98, 2, 0, tmt\tomato\test\s-IMG_2992.jpg
s-IMG_2993.jpg, 96, 1, 3, tmt\tomato\test\s-IMG_2993.jpg
s-IMG_2994.jpg, 95, 1, 4, tmt\tomato\test\s-IMG_2994.jpg
s-IMG_2995.jpg, 78, 8, 14, tmt\tomato\test\s-IMG_2995.jpg
s-IMG_2996.jpg, 88, 1, 11, tmt\tomato\test\s-IMG_2996.jpg
s-IMG_2997.jpg, 83, 2, 15, tmt\tomato\test\s-IMG_2997.jpg
s-IMG_2998.jpg, 85, 4, 11, tmt\tomato\test\s-IMG_2998.jpg
s-IMG_2999.jpg, 87, 4, 9, tmt\tomato\test\s-IMG_2999.jpg
s-IMG_3001.jpg, 90, 2, 8, tmt\tomato\test\s-IMG_3001.jpg
